City,Category,POI,Description,Country
Cairo,eat,Didos Al Dente,"This place serves pasta, and dishes are amazingly cheap, ranging from six to about twenty EP. Small, intimate setting, making it an excellent spot for dates (despite its small setting, the waiters will let you linger/flirt at the table). Generally full from 5PM-close, waiting on the street outside is common, but it is worth the wait. They serve up some of the best pasta in all of Cairo. You pick your sauce, you pick the kind of pasta you want, and the cooks do the rest. The kitchen is directly in view so you can watch them serve up your food. Try the bolognese, the crab sauce, or the frutti de mare with white sauce.",Egypt
Cairo,eat,Pizza Mia,"Excellent and well priced Italian, much like a takeaway with 2 or 3 tables.",Egypt
Cairo,eat,Beano's,It has a West European style and serves food all day during Ramadan.,Egypt
Cairo,eat,Deal's,Purportedly the best burgers in Cairo. Doubles as a pub. Open during Ramadan.,Egypt
Cairo,eat,Euro-Deli,This place specialises in continental food and has several healthy salads and bagels in addition to very good coffee. Free Wi-Fi available and the place is popular with foreign students.,Egypt
Cairo,eat,Maison Thomas,"Legendary establishment (Om Kolsoum once ate here) serving pastries, light food, and pizza. Owned by Coptic Christians. Beer available for take-away except during Ramadan.",Egypt
Cairo,eat,Sequoia,"Good Lebanese food, a selection of more than 50 kinds of waterpipe tobacco, good drinks and an excellent Nile location makes this one of the most comfortable places to enjoy a Cairo evening. see more details in bar section",Egypt
Cairo,eat,Abou al-Sid,"Owned by the conglomerate also responsible for Tabouleh (a rockin' awesome Lebanese restaurant in Garden City), and L'Aubergine, Abou al-Sid features high-end Egyptian cuisine and superb fresh juices. Very atmospheric. Make reservations in advance and dress up to get in.",Egypt
Cairo,eat,L'Aubergine,2nd floor turns nightclub at night. Closed during Ramadan.,Egypt
Cairo,eat,La Bodega,"This upscale restaurant has a great menu of French classics like onion soup and ''canard a l'orange'', excellent service, and good drinks, which can be difficult to find in Cairo.",Egypt
Cairo,eat,Mojo's Lounge & Bar,"Overlooking Nile. Shisha, wi-fi, parking, taxi service. Reservations required.",Egypt
Cairo,eat,Sabai Sabai,"Serves traditional Thai food in stylish settings and good service, this is a welcome add to the Cairo Thai scene. Specify if you want the food spicy.",Egypt
Cairo,drink,Drinkie's,A liquor store with a wide variety of spirits. One of the few places to find alcohol in this largely Islamic city.,Egypt
Cairo,drink,Cilantro,"Another branch in the Om Kolsoum Hotel on Abu el-Feda just north of the 26th July St Bridge crossing to Agouza. Part of a local coffee shop chain (think Starbucks) with pastries, light sandwiches, sodas, and free wi-fi.",Egypt
Cairo,drink,Simonds,"A small, long-established and highly popular café frequented by expats and students. Rather intimate, space is at a premium with just a few stools available or stand at the bar. Very good cappuccino. A great selection of sweets, pastries and juices is also on offer.",Egypt
Cairo,drink,Café Tabasco,"Good coffee, a variety of Western and Arabic dishes including ""American breakfast"" and pancakes. Popular hangout for foreign students. Wireless internet available.",Egypt
Cairo,drink,Costas Coffee,"Another Cairo coffee chain, delicious coffee, small selection of pastries, sandwiches, and cold drinks. Best for take out coffee. Nile view",Egypt
Cairo,drink,Euro Deli,"Healthy food, homemade fries and salads. Good milkshakes. Wireless internet available.",Egypt
Cairo,drink,Café de Paris,"This place has drinks, '''sheesha''' and beer in nice garden surroundings with flat-TV running constant Arabic pop. Popular with nearby students from the AUC student quarters. Light food is also served.",Egypt
Cairo,drink,Sequoia,"An absolutely gorgeous open-air Lounge Bar/Restaurant at the northern tip of Zamalek, directly on the Nile. One of the most popular places for the young elite and resident foreigners. Sequoia does not only offer a variety of good mezzes, grills and other main courses but is also one of the best (if not ''the'' best) places in town to smoke shisha. Sequoia has a shisha menu with 15-20 flavours of tobacco, which you can smell before making your choice. The interior is modern and all white, the atmosphere is relaxed and informal. Reservation may be needed on Wednesday nights and weekends when people come here to see and be seen. Expensive, but worth a visit.",Egypt
Cairo,drink,Pub 28,"Noon-2AM. Typical British pub frequented by expats and locals alike. International brands of liquor. Food served. Very popular, book table if you are not content sitting in the bar. Open during Ramdan. Stella LE 15, main dishes from LE 25-60.",Egypt
Cairo,drink,Deals,"Another popular pub haunt. Cable TV, DJ and house music. Pub menu. Open during Ramadan. Stella LE 15, main dishes from LE 25-60.",Egypt
Cairo,drink,Harry's Pub,Karaoke-pub turns disco when the crowds are big enough. Local beer LE 20.,Egypt
Cairo,sleep,Pension Zamalek,"Run-down and a bit basic, but not without charm, run by an Egyptian family, in a quiet and very safe embassy neighbourhood. A basic breakfast is provided. Discounts on longer stays, unmarried couples might face problems at this location and teenagers tend to get harassed by the manager's wife.",Egypt
Cairo,sleep,Mayfair Hotel,"An upper budget location - the people are nice, rooms clean, prices reasonable, and atmosphere peaceful. Free wi-fi, according to the website of the hotel.",Egypt
Cairo,sleep,Golden Tulip Flamenco Hotel,"This hotel is more notable for its location than its service - rooms can be small, but comfortable. The service is good, and most room rates include breakfast - ask for a Nile view when booking. Free-of-charge wireless internet service is available.",Egypt
Cairo,sleep,Horus House Hotel,"In the same building as the Hotel Longchamps with a equally friendly staff. Clean, serviceable rooms and a buffet breakfast.",Egypt
Cairo,sleep,Hotel Longchamps,A spotless 3-star hotel situated on the top two floors of an apartment building on a beautiful tree-lined street. Garden terrace upstairs. Room rates include a buffet breakfast. Laundry service available. Optional airport pickup and delivery LE 95 flat fee.,Egypt
Cairo,sleep,Cairo Marriott,"Housed in a former royal palace originally built to host Napoleon III and Empress Eugenie for the occasion of the opening of the Suez Canal in 1869. The old palace is still there, but the guest rooms (all 1069 of them) are housed in a modern tower block next to it. Still, the six-acre Omar Khayyam gardens are beautiful and it's a great place to have a drink or puff on a shisha. If you can afford the price tag, a stay at the Marriott is a wonderful way to begin to acclimate to Cairo.",Egypt
Cairo,do,FB Stables,"Popular with expats who keep their horses at livery, Karim at FB Stables is also great for a ""tourist"" type ride to view the Pyramids and Sphinx from the desert. Longer rides to Saqqara and Abu Sir can be arranged in advance, as can sunrise, sunset and moonlit rides. Other than the horses and good company, one of the best things about FB is their amazing rooftop terrace (with bbq) with unrivalled views over the Pyramids - a great place to relax with a drink whilst watching the Sound and Light shows. Great horses - no beating or slapping at FB stables. Besides an amazing trip, the shisha and Karim's amazing support, it was a place to safely say yes without getting ripped off afterwards! FB's Abu Sir second stables are very relaxing too!",Egypt
Cairo,do,Pyramids Sound and Light Show,"Admission: foreign languages shows LE 130, 90, 75 with discounted 45 ticket only available in the 75 section. The LE 130 and LE 90 tickets are for the 1st and 2nd-3rd rows respectively and may not be worth the added expense. Arabic show LE 11, private shows in foreign languages, LE 65 + LE 300 (covers operating expenses), Arabic private show, LE 16.50 + LE 150. More than slightly kitsch and frequently inaccurate in historical detail, but a worthwhile evening activity nonetheless. The ""voice of the Sphinx"" narrates the history of the Giza Plateau and its place in Egyptian history, as a dazzling laser display picks out the details of the Pyramids and displays historical scenes on the side of the Great Pyramid itself. If you eat at the Pizza Hut restaurant just outside the entrance to the Sound and Light Show, there's a good chance you'll be offered to watch the show from the roof of the restaurant for a small tip. While it's not as good as watching it from a front row seat inside the fences, it's excellent value for money. As of November 2009, extremely bright lights have been pointed at the roof of the Pizza Hut and various other buildings to get tourists to attend the show. They put projection lights towards the Pizza Hut so it's not easy to see much. Pizza Hut has replied by putting up a barricade on the roof to try to block the light.",Egypt
Cairo,buy,Al Amir Perfume Palace,"An overwhelming smell will hit you as soon as you walk inside, if you can stand the smell for more than a few minute you can find some great deals on perfume.",Egypt
Cairo,buy,Legends and Legacies,A relaxed indoor bazaar.,Egypt
Cairo,buy,Beymen,"Chic Designer Shopping including brands such Chanel, Prada, Gucci, Christian Dior and many others.",Egypt
Cairo,eat,Fish Market,"This eatery is located on the Nile, in a docked ship, sharing space with a TGI Friday's below.  Popular with locals and tourist visitors, but the food is mediocre, overpriced, and service is haphazard.",Egypt
Cairo,eat,Khan El Khalili,The restaurant has been open for over a century and is far and away the most stylish place for lunch or just a cold beer. Expect to pay Western prices for the privilege.,Egypt
Cairo,eat,Moghul Room,An extremely good upmarket Indian restaurant.  Reservations necessary.,Egypt
Cairo,eat,Nile Pharos,"The boat features Pharonic decor, and offers a buffet with international and Egyptian cuisine, and belly dancing.",Egypt
Cairo,eat,Nile City,"Stationary Boat on the nile includes several international franchises coupled an Egyptian grill and a seafood restaurant. Chilis, Johny Carinos, Fish Market & Studio Misr",Egypt
Cairo,drink,Seqouia,"Upmarket , middle eastern modern lounge by the nile. Known for its posh crowd",Egypt
Cairo,drink,Abu El Sid,"Egyptian Cuisine , favoured by tourists and expatriates",Egypt
Cairo,sleep,Mena House Oberoi,"Built in 1869 as a royal lodge for King Ismail the Magnificent, this magnificent palace has housed guests including Empress Eugenie and Prince Albert. Tastefully restored and located very close to the Pyramids. Rooms in the newer Garden wing from $150, Palace wing rooms from $210; be sure to ask for a room with a view of the Pyramids. The main Pyramids gate is only a 5 minute walk away.",Egypt
